CAMR:IN20:186:R_DIST,Pulse_length,FBCK:BCI0:1:CHRG_S,SOLN:IN20:121:BACT,QUAD:IN20:121:BACT,QUAD:IN20:122:BACT,ACCL:IN20:300:L0A_ADES,ACCL:IN20:300:L0A_PDES,ACCL:IN20:400:L0B_ADES,ACCL:IN20:400:L0B_PDES,QUAD:IN20:361:BACT,QUAD:IN20:371:BACT,QUAD:IN20:425:BACT,QUAD:IN20:441:BACT,QUAD:IN20:511:BACT,QUAD:IN20:525:BACT,OTRS:IN20:621:XRMS,OTRS:IN20:621:YRMS
423.867825,1.8550514181818183,0.25,0.476,0.015,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,89.50569657532182,90.50706865453854
423.867825,1.8550514181818183,0.25,0.476,0.015,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,84.77875887622878,83.15826601174956
423.867825,1.8550514181818183,0.25,0.476,0.015,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,91.12327300176025,79.00704494049896
423.867825,1.8550514181818183,0.25,0.476,0.015,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,90.87812195040989,83.51277445745838
423.867825,1.8550514181818183,0.25,0.476,0.015,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,95.72453538803738,87.59391205718849
423.867825,1.8550514181818183,0.25,0.476,0.015,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,39.61050515722988,-3.9906665746707226
423.867825,1.8550514181818183,0.25,0.476,0.015,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,87.518883753563,85.27272835077152
423.867825,1.8550514181818183,0.25,0.476,0.015,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,86.16291020229562,85.11034983388868
423.867825,1.8550514181818183,0.25,0.476,0.015,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,88.47265648987042,79.088810470045
423.867825,1.8550514181818183,0.25,0.476,0.015,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,94.97646381496189,88.9606902755993
423.867825,1.8550514181818183,0.25,0.476,0.0144,0.015,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,83.16876110829203,85.9299993594468
423.867825,1.8550514181818183,0.25,0.476,0.0144,0.015,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,86.65815774114417,97.19368882498694
423.867825,1.8550514181818183,0.25,0.476,0.0144,0.015,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,82.77365800657273,85.44460139982272
423.867825,1.8550514181818183,0.25,0.476,0.0144,0.015,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,82.83416406817585,95.12514115759433
423.867825,1.8550514181818183,0.25,0.476,0.0144,0.015,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,86.57053764646051,79.27221381385574
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-4.0,333.69992693330187,243.72499259250378
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-3.8157894736842106,306.4164740618048,239.90916422712476
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-3.6315789473684212,235.62777902387407,164.2451978133922
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-3.447368421052632,184.60844345369722,144.23631438799524
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-3.263157894736842,142.92635958859674,115.50732804261416
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-3.0789473684210527,95.69813945398306,81.35822825774717
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-2.8947368421052633,59.06668762589871,54.685504314889656
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-2.7105263157894735,37.341185361735526,45.36117442562534
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-2.526315789473684,61.44354941015136,52.58840488567134
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-2.3421052631578947,101.54914948785832,68.4649917056635
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-2.1578947368421053,140.84792340399937,84.72421584004216
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-1.973684210526316,198.34190431791797,107.0349325932405
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-1.7894736842105265,224.63528243601607,126.68130990039978
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-1.6052631578947372,267.6552422883274,151.44624670395115
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-1.4210526315789473,342.7485923889856,177.44911423375393
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-2.5,82.49986666400676,62.598409088705885
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-2.4473684210526314,93.06930305303266,63.00210245918065
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-2.3947368421052633,101.43243464067122,66.68410832862249
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-2.3421052631578947,109.79039632313064,76.06461617337706
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-2.2894736842105265,124.77624458889427,76.10673459327433
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-2.236842105263158,130.09217455588433,83.91083922346895
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-2.1842105263157894,20.590886446972917,71.50739933469426
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-2.1315789473684212,163.55786936208844,89.7316303746146
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-2.0789473684210527,170.31578335925968,101.62963792562601
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-2.026315789473684,187.23445302088479,104.53425812954532
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-1.973684210526316,195.45208367952037,108.35765808837256
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-1.9210526315789473,198.8745252946195,117.60647579302164
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-1.868421052631579,232.0656987983663,123.01581852109155
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-1.8157894736842106,243.1861039963508,121.32229704715915
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-1.763157894736842,254.96994024377136,129.34512470715873
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-1.7105263157894737,266.6912071587497,124.50070427559957
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-1.6578947368421053,265.44733572416607,146.07212747116975
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-1.605263157894737,262.01696926170615,145.74388154678076
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-1.5526315789473686,311.36997351504505,170.13241201685818
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-1.5,335.68808041403383,162.29828487336968
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-3.0,69.3082286641926,69.58030445713673
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-2.935897435897436,58.211129148862405,54.42244627577181
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-2.871794871794872,38.564952053671156,58.87363383460353
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-2.8076923076923075,41.56644993672682,46.87425716871776
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-2.7435897435897436,37.27941763366731,44.53577091870428
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-2.6794871794871797,4.843526600825153,188.7230419105443
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-2.6153846153846154,45.445719798964305,47.006715076702136
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-2.551282051282051,63.513510337881456,52.32120051557317
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-2.4871794871794872,75.53562540152171,60.52011288343415
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-2.4230769230769234,86.413662172012,65.14003614412374
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-2.358974358974359,103.9759648602852,68.53761838893973
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-2.2948717948717947,124.02318265092268,73.59083002253976
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-2.230769230769231,133.8133997965406,81.80308029151863
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-2.166666666666667,146.24482922933916,88.92420869237607
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-2.1025641025641026,161.5964395422642,92.03105803433031
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-2.0384615384615383,173.617604923793,103.9940326385356
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-1.9743589743589745,196.5319694889416,116.44234867403655
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-1.9102564102564104,207.68265042253873,114.46758298578173
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-1.8461538461538463,224.73942752822526,125.0185782609682
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-1.7820512820512822,254.42081720346886,129.3866119953666
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-1.717948717948718,231.92912408464858,131.159370736164
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-1.653846153846154,264.40395201888634,142.34662911645313
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-1.5897435897435899,270.8019998443147,147.455203580348
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-1.5256410256410258,296.89496940710853,155.3910043318509
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-1.4615384615384617,338.86191490214395,170.41487153761724
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-1.3974358974358976,289.6105224786388,178.98188197058062
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-1.3333333333333335,318.5960460250995,207.3180681250923
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-2.9,47.801986524827896,53.15199311634763
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-2.8357142857142854,43.74099260224531,47.236530122748896
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-2.7714285714285714,37.38276712598814,46.465048491587034
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-2.7071428571428573,39.11207787098629,46.97514996088695
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-2.642857142857143,44.37055698994214,47.28514854234645
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-2.5785714285714283,58.57626317347401,50.67950667213953
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-2.5142857142857142,74.23222270582278,55.483458475746865
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-2.45,86.22722518450901,60.42867879789271
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-2.3857142857142857,97.71640541245212,67.69929579400977
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-2.321428571428571,107.10798806370973,73.25117957679221
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-2.257142857142857,126.29808143477291,79.68178586278856
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-2.192857142857143,145.58986757929637,81.57294531570511
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-2.1285714285714286,160.905994804968,93.41303710071419
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-2.064285714285714,180.20794710678274,97.99682925578301
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-2.0,187.70532303998644,107.27438263973166
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-2.0,201.00815845573368,104.13353722446843
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-2.06,179.71442745882715,102.49843670113499
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-2.12,171.202553226121,92.05753115087458
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-2.18,159.65857858646922,85.66353247685232
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-2.2399999999999998,140.949500244112,80.63538801792585
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-2.3,125.69589366900497,77.08264386379277
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-2.36,109.64856550223872,72.1326421722596
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-2.42,99.25549543983786,68.47529600076543
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-2.48,86.12794490716291,60.05336645140359
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-2.54,73.61137895299562,57.137888442746565
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-2.5999999999999996,56.081180696556636,50.86075917941557
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-2.66,47.509613572383415,47.82957580345316
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-2.7199999999999998,39.58814991006297,46.18450615920373
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-2.78,37.78280776973505,47.87044378227665
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-2.84,40.66269097037864,47.31933528206767
423.867825,1.8550514181818183,0.25,0.48,0.004377833742743885,0.006700603676051485,58.0,-9.53597349,70.0,9.85566222,-3.25772266406472,2.562017908516247,-2.2622652382165476,-0.0165,2.832662817844138,-2.9,48.88925280992885,49.516308376410905
