CAMR:IN20:186:R_DIST,Pulse_length,FBCK:BCI0:1:CHRG_S,SOLN:IN20:121:BACT,QUAD:IN20:121:BACT,QUAD:IN20:122:BACT,ACCL:IN20:300:L0A_ADES,ACCL:IN20:300:L0A_PDES,ACCL:IN20:400:L0B_ADES,ACCL:IN20:400:L0B_PDES,QUAD:IN20:361:BACT,QUAD:IN20:371:BACT,QUAD:IN20:425:BACT,QUAD:IN20:441:BACT,QUAD:IN20:511:BACT,QUAD:IN20:525:BACT,OTRS:IN20:621:XRMS,OTRS:IN20:621:YRMS
423.867825,1.8550514181818183,0.25,0.476,0.0144,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918831,2.7223251,-2.1743071,-0.0156106,2.8486521,-2.0777777777777775,127.4303715145524,75.04304616386003
423.867825,1.8550514181818183,0.25,0.476,0.0144,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918831,2.7223251,-2.1743071,-0.0156106,2.8486521,-1.9,149.7049981320437,76.7776061898
423.867825,1.8550514181818183,0.25,0.463,0.0144,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,192.1860131355037,528.9522765461832
423.867825,1.8550514181818183,0.25,0.4637586206896552,0.0144,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,185.04623492060554,562.2413056262307
423.867825,1.8550514181818183,0.25,0.4645172413793104,0.0144,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,184.63150292774512,489.9985196869697
423.867825,1.8550514181818183,0.25,0.46527586206896554,0.0144,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,178.10835577995374,399.48381597316774
423.867825,1.8550514181818183,0.25,0.4660344827586207,0.0144,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,165.72651899715447,334.38201452333055
423.867825,1.8550514181818183,0.25,0.4667931034482759,0.0144,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,164.7630093538308,307.64691645704056
423.867825,1.8550514181818183,0.25,0.46755172413793106,0.0144,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,159.3738716390507,288.97223741494815
423.867825,1.8550514181818183,0.25,0.4683103448275862,0.0144,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,160.9387244231099,266.6627313583312
423.867825,1.8550514181818183,0.25,0.46906896551724137,0.0144,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,26.882961716804854,2.783599124896224
423.867825,1.8550514181818183,0.25,0.4698275862068966,0.0144,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,148.26704194291116,174.67029613118495
423.867825,1.8550514181818183,0.25,0.47058620689655173,0.0144,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,139.29023687718808,155.4550024929314
423.867825,1.8550514181818183,0.25,0.4713448275862069,0.0144,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,133.81146378993623,141.0561436988336
423.867825,1.8550514181818183,0.25,0.4721034482758621,0.0144,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,124.05761474168703,121.6290431142955
423.867825,1.8550514181818183,0.25,0.47286206896551725,0.0144,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,113.56012804256751,106.14669743125732
423.867825,1.8550514181818183,0.25,0.4736206896551724,0.0144,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,102.61435247118547,99.43412905417802
423.867825,1.8550514181818183,0.25,0.4743793103448276,0.0144,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,91.57155383258858,90.69869772921119
423.867825,1.8550514181818183,0.25,0.47513793103448276,0.0144,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,84.63537474135155,87.12900493779199
423.867825,1.8550514181818183,0.25,0.4758965517241379,0.0144,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,85.93969163580323,90.8207712107716
423.867825,1.8550514181818183,0.25,0.4766551724137931,0.0144,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,88.56094710214245,82.17346473857974
423.867825,1.8550514181818183,0.25,0.4774137931034483,0.0144,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,103.71711348011628,100.28532127319579
423.867825,1.8550514181818183,0.25,0.47817241379310343,0.0144,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,116.84210607831051,102.07755482417768
423.867825,1.8550514181818183,0.25,0.47893103448275864,0.0144,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,157.90786350722072,130.9817794552018
423.867825,1.8550514181818183,0.25,0.4796896551724138,0.0144,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,183.467131368419,148.07424639173695
423.867825,1.8550514181818183,0.25,0.48044827586206895,0.0144,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,206.04785665151792,161.16381825640957
423.867825,1.8550514181818183,0.25,0.4812068965517241,0.0144,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,224.68443058869434,188.91001306126344
423.867825,1.8550514181818183,0.25,0.4819655172413793,0.0144,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,274.6162211839059,236.32536612825027
423.867825,1.8550514181818183,0.25,0.48272413793103447,0.0144,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,287.6684436053316,261.971955740109
423.867825,1.8550514181818183,0.25,0.4834827586206896,0.0144,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,361.22569666317503,295.2755563929376
423.867825,1.8550514181818183,0.25,0.48424137931034483,0.0144,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,362.2468855011898,367.65847909560506
423.867825,1.8550514181818183,0.25,0.485,0.0144,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,493.7064534543302,337.232984668144
423.867825,1.8550514181818183,0.25,0.465,0.0144,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,176.979599414936,386.35293087324254
423.867825,1.8550514181818183,0.25,0.465625,0.0144,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,171.7724956474025,384.8051345099232
423.867825,1.8550514181818183,0.25,0.46625,0.0144,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,166.85842074643267,399.8848075431879
423.867825,1.8550514181818183,0.25,0.46687500000000004,0.0144,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,167.78336634277235,283.4850527965143
423.867825,1.8550514181818183,0.25,0.4675,0.0144,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,161.22016371121765,295.0827972868993
423.867825,1.8550514181818183,0.25,0.468125,0.0144,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,160.71640221560943,251.52674016712214
423.867825,1.8550514181818183,0.25,0.46875,0.0144,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,154.04192981158067,212.6828774123708
423.867825,1.8550514181818183,0.25,0.46937500000000004,0.0144,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,147.7702791091691,209.152656584368
423.867825,1.8550514181818183,0.25,0.47000000000000003,0.0144,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,148.8507595178069,183.67549488956152
423.867825,1.8550514181818183,0.25,0.470625,0.0144,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,145.94526704072103,173.48337642114814
423.867825,1.8550514181818183,0.25,0.47125,0.0144,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,136.87785057223834,144.29769813689302
423.867825,1.8550514181818183,0.25,0.471875,0.0144,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,127.483537362536,130.28464241220337
423.867825,1.8550514181818183,0.25,0.47250000000000003,0.0144,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,123.26253585246653,119.5575257771127
423.867825,1.8550514181818183,0.25,0.473125,0.0144,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,113.49708131811664,107.0568339542097
423.867825,1.8550514181818183,0.25,0.47375,0.0144,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,101.84736897417588,98.65167824716904
423.867825,1.8550514181818183,0.25,0.474375,0.0144,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,94.62133961456706,93.1499736389555
423.867825,1.8550514181818183,0.25,0.475,0.0144,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,88.65452926660976,84.26506789645879
423.867825,1.8550514181818183,0.25,0.475625,0.0144,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,85.01539614512724,80.12732095125376
423.867825,1.8550514181818183,0.25,0.47625,0.0144,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,89.36208913416418,86.6345461101223
423.867825,1.8550514181818183,0.25,0.476875,0.0144,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,94.46168491697765,86.97327193161001
423.867825,1.8550514181818183,0.25,0.4775,0.0144,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,110.1235257243651,100.22530922430437
423.867825,1.8550514181818183,0.25,0.478125,0.0144,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,124.00718651452085,96.6442272174679
423.867825,1.8550514181818183,0.25,0.47875,0.0144,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,136.08541275793706,105.64961824528625
423.867825,1.8550514181818183,0.25,0.479375,0.0144,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,171.7271694138547,148.48506373265943
423.867825,1.8550514181818183,0.25,0.48,0.0144,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,181.32514713728682,141.96318037753147
423.867825,1.8550514181818183,0.25,0.48062499999999997,0.0144,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,203.96513881200272,181.30682565932358
423.867825,1.8550514181818183,0.25,0.48125,0.0144,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,218.6280161649472,199.72279284798822
423.867825,1.8550514181818183,0.25,0.481875,0.0144,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,253.9011736162336,230.24059190734175
423.867825,1.8550514181818183,0.25,0.4825,0.0144,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,288.06909276044894,271.33240437673203
423.867825,1.8550514181818183,0.25,0.48312499999999997,0.0144,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,353.18694131159793,256.56124191378063
423.867825,1.8550514181818183,0.25,0.48375,0.0144,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,391.88045185130306,303.3098694783355
423.867825,1.8550514181818183,0.25,0.484375,0.0144,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,364.34567097281996,325.1534189881782
423.867825,1.8550514181818183,0.25,0.485,0.0144,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-2.7046297305452,422.12846730150443,333.72860864694366
423.867825,1.8550514181818183,0.25,0.476,0.0144,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-3.5,89.75172795083489,150.4938389154722
423.867825,1.8550514181818183,0.25,0.476,0.0144,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-3.357142857142857,88.73097921871629,123.06047276387206
423.867825,1.8550514181818183,0.25,0.476,0.0144,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-3.2142857142857144,84.39169603460977,108.15721720452127
423.867825,1.8550514181818183,0.25,0.476,0.0144,0.011785,58.0,-9.53597349,70.0,9.85566222,-3.3918830841602823,2.722325118528399,-2.1743070738836208,-0.015610644345252986,2.848652085436087,-3.0714285714285716,88.60919511925441,110.90472793588235
