SOLN:GUNB:212:BCTRL,0.042826,0.044574
SOLN:GUNB:823:BCTRL,0.0245,0.0255
QUAD:GUNB:212:1:BCTRL,-0.005,0.005
QUAD:GUNB:212:2:BCTRL,-0.005,0.005
QUAD:GUNB:823:1:BCTRL,-0.005,0.005
QUAD:GUNB:823:2:BCTRL,-0.005,0.005
QUAD:HTR:120:BCTRL,-4.48035,4.479
